VK,Hold,Flight,char,jitter,source,sentence_id,label
79,171,588,O,151.0,xoroshiro128,12103.0,1
32,364,422, ,263.0,xoroshiro128,800.0,1
66,58,355,B,296.0,pcg64,15403.0,1
69,221,1153,E,553.0,mersenne,2321.0,1
80,113,681,P,681.0,philox,7905.0,1
32,5,252, ,1.0,human,,0
32,170,278, ,141.0,philox,17637.0,1
68,21,134,D,920.0,mersenne,15923.0,1
72,26,92,H,410.0,xoroshiro128,1074.0,1
87,109,167,W,168.0,human,,0
85,96,145,U,48.0,human,,0
84,499,629,T,220.0,mersenne,4367.0,1
71,45,668,G,178.0,philox,18737.0,1
32,66,509, ,469.0,pcg64,17433.0,1
79,138,222,O,86.0,human,,0
65,76,82,A,7.0,human,,0
80,51,658,P,318.0,philox,3108.0,1
65,60,20,A,907.0,mersenne,17743.0,1
69,307,442,E,391.0,pcg64,8738.0,1
73,48,531,I,19.0,philox,4911.0,1
32,25,530, ,406.0,pcg64,5922.0,1
78,67,410,N,722.0,mersenne,12254.0,1
75,210,505,K,388.0,xoroshiro128,3218.0,1
32,412,69, ,232.0,mersenne,8816.0,1
86,300,296,V,244.0,pcg64,11160.0,1
84,112,-1,T,1496.0,human,,0
102,88,289,[UNK],630.0,human,,0
82,93,516,R,265.0,philox,811.0,1
32,56,104, ,96.0,human,,0
73,195,465,I,136.0,pcg64,13202.0,1
68,242,496,D,24.0,mersenne,7505.0,1
32,154,488, ,229.0,xoroshiro128,8809.0,1
67,133,196,C,44.0,human,,0
32,122,92, ,25.0,human,,0
32,375,450, ,361.0,mersenne,4686.0,1
32,390,357, ,31.0,pcg64,967.0,1
69,342,104,E,310.0,xoroshiro128,6226.0,1
76,294,396,L,239.0,philox,13839.0,1
84,271,170,T,84.0,xoroshiro128,928.0,1
84,118,841,T,618.0,mersenne,1390.0,1
69,125,219,E,62.0,human,,0
32,246,319, ,727.0,mersenne,3167.0,1
32,13,1056, ,858.0,mersenne,18161.0,1
83,111,271,S,330.0,xoroshiro128,12190.0,1
67,312,699,C,134.0,philox,4017.0,1
81,80,120,Q,40.0,human,,0
69,311,599,E,533.0,xoroshiro128,1253.0,1
69,326,507,E,93.0,xoroshiro128,18768.0,1
78,276,90,N,296.0,philox,14864.0,1
83,211,564,S,46.0,pcg64,16644.0,1
73,352,236,I,238.0,philox,5490.0,1
32,266,337, ,156.0,pcg64,1182.0,1
82,71,487,R,160.0,philox,17471.0,1
32,89,48, ,982.0,mersenne,2418.0,1
67,144,144,C,24.0,human,,0
65,256,463,A,115.0,pcg64,1216.0,1
83,369,540,S,179.0,mersenne,10237.0,1
85,481,254,U,671.0,mersenne,10877.0,1
85,72,104,U,104.0,human,,0
76,82,164,L,30.0,human,,0
73,34,692,I,576.0,philox,11598.0,1
73,356,870,I,460.0,mersenne,8984.0,1
32,200,283, ,325.0,xoroshiro128,350.0,1
90,229,344,Z,46.0,xoroshiro128,5976.0,1
79,371,946,O,203.0,mersenne,14180.0,1
32,33,526, ,80.0,xoroshiro128,17859.0,1
78,326,506,N,272.0,mersenne,6047.0,1
69,46,150,E,101.0,philox,1733.0,1
78,66,618,N,390.0,philox,87.0,1
83,259,367,S,5.0,philox,158.0,1
65,350,121,A,209.0,xoroshiro128,1495.0,1
65,54,127,A,204.0,pcg64,11794.0,1
78,98,87,N,57.0,human,,0
89,295,292,Y,57.0,xoroshiro128,1273.0,1
71,480,1032,G,786.0,mersenne,1991.0,1
32,89,413, ,230.0,philox,17453.0,1
69,287,219,E,327.0,pcg64,9698.0,1
86,363,377,V,197.0,pcg64,14569.0,1
70,17,11,F,291.0,pcg64,382.0,1
69,385,381,E,264.0,pcg64,17011.0,1
68,86,296,D,281.0,xoroshiro128,1352.0,1
84,88,411,T,207.0,xoroshiro128,3101.0,1
79,80,168,O,232.0,human,,0
78,208,696,N,115.0,philox,9215.0,1
79,341,727,O,114.0,mersenne,8076.0,1
79,142,654,O,21.0,philox,10141.0,1
69,168,640,E,19.0,philox,12603.0,1
70,234,361,F,150.0,xoroshiro128,18506.0,1
72,374,199,H,258.0,xoroshiro128,17872.0,1
70,370,647,F,113.0,philox,14365.0,1
73,30,342,I,201.0,xoroshiro128,16527.0,1
78,242,1149,N,1023.0,mersenne,20.0,1
66,127,266,B,20.0,xoroshiro128,33.0,1
68,216,122,D,353.0,philox,12259.0,1
69,322,72,E,151.0,pcg64,12212.0,1
83,469,237,S,374.0,mersenne,2623.0,1
85,80,208,U,209.0,human,,0
82,79,462,R,20.0,pcg64,830.0,1
32,329,455, ,421.0,pcg64,9902.0,1
73,27,578,I,308.0,xoroshiro128,13031.0,1
82,301,586,R,270.0,philox,10484.0,1
78,69,230,N,58.0,human,,0
73,366,349,I,57.0,xoroshiro128,5264.0,1
79,97,666,O,153.0,xoroshiro128,9090.0,1
69,180,123,E,102.0,philox,17916.0,1
84,218,224,T,412.0,philox,2919.0,1
84,72,586,T,102.0,philox,3862.0,1
79,369,68,O,270.0,philox,12513.0,1
32,80,168, ,72.0,human,,0
79,43,40,O,474.0,xoroshiro128,434.0,1
83,454,998,S,239.0,mersenne,18608.0,1
82,58,227,R,54.0,philox,18756.0,1
83,312,325,S,1.0,xoroshiro128,1032.0,1
69,184,165,E,34.0,philox,15584.0,1
76,199,521,L,202.0,philox,4648.0,1
86,80,120,V,16.0,human,,0
78,206,561,N,47.0,pcg64,11289.0,1
39,0,31,[UNK],1.0,human,,0
32,390,260, ,38.0,pcg64,1076.0,1
51,117,485,3,68.0,human,,0
82,178,385,R,134.0,xoroshiro128,4922.0,1
78,40,96,N,24.0,human,,0
190,64,352,[UNK],200.0,human,,0
32,247,156, ,111.0,philox,16817.0,1
72,219,225,H,188.0,pcg64,17316.0,1
32,54,503, ,144.0,pcg64,10283.0,1
78,78,124,N,30.0,human,,0
73,182,1065,I,978.0,mersenne,6075.0,1
32,138,708, ,62.0,mersenne,18324.0,1
76,139,684,L,485.0,philox,11661.0,1
82,292,337,R,23.0,xoroshiro128,11502.0,1
32,326,314, ,641.0,mersenne,9401.0,1
85,292,537,U,384.0,xoroshiro128,6187.0,1
32,96,563, ,299.0,mersenne,1360.0,1
85,318,583,U,426.0,pcg64,15829.0,1
8,336,-1,[BACKSPACE],0.0,human,,0
32,254,1099, ,303.0,mersenne,3487.0,1
68,355,446,D,464.0,mersenne,5653.0,1
83,371,346,S,344.0,xoroshiro128,5478.0,1
32,102,674, ,277.0,philox,12189.0,1
84,95,128,T,17.0,human,,0
72,72,26,H,63.0,human,,0
32,197,82, ,178.0,xoroshiro128,17848.0,1
32,69,70, ,390.0,xoroshiro128,3520.0,1
65,34,537,A,302.0,pcg64,5110.0,1
77,250,966,M,205.0,mersenne,2532.0,1
69,125,55,E,39.0,mersenne,4185.0,1
73,104,848,I,440.0,human,,0
67,80,304,C,200.0,human,,0
69,251,142,E,86.0,pcg64,16067.0,1
78,79,288,N,5.0,xoroshiro128,17640.0,1
78,115,626,N,69.0,xoroshiro128,8626.0,1
79,76,462,O,189.0,pcg64,16239.0,1
82,31,840,R,589.0,mersenne,8343.0,1
68,302,729,D,392.0,mersenne,9199.0,1
84,101,113,T,149.0,pcg64,12122.0,1
73,60,269,I,173.0,human,,0
65,91,688,A,396.0,pcg64,526.0,1
32,59,538, ,105.0,mersenne,3707.0,1
32,265,77, ,418.0,pcg64,406.0,1
8,0,32,[BACKSPACE],1.0,human,,0
69,210,594,E,542.0,philox,9157.0,1
79,384,428,O,191.0,philox,8436.0,1
32,273,268, ,415.0,xoroshiro128,9186.0,1
78,63,189,N,37.0,human,,0
84,358,998,T,14.0,mersenne,14717.0,1
66,139,853,B,130.0,mersenne,70.0,1
69,235,305,E,97.0,pcg64,4759.0,1
73,221,479,I,289.0,philox,1443.0,1
32,156,114, ,508.0,xoroshiro128,13949.0,1
69,313,247,E,128.0,philox,2277.0,1
39,0,514,[UNK],171.0,human,,0
69,379,63,E,391.0,xoroshiro128,6313.0,1
79,93,250,O,14.0,human,,0
32,114,576, ,420.0,pcg64,296.0,1
68,95,87,D,64.0,human,,0
84,372,477,T,343.0,xoroshiro128,17769.0,1
85,79,325,U,326.0,human,,0
85,306,673,U,57.0,philox,8929.0,1
83,176,182,S,820.0,mersenne,9758.0,1
83,37,414,S,51.0,xoroshiro128,10737.0,1
89,207,31,Y,595.0,pcg64,16982.0,1
69,88,200,E,64.0,human,,0
83,88,80,S,0.0,human,,0
32,65,80, ,498.0,xoroshiro128,6160.0,1
8,80,1000,[BACKSPACE],792.0,human,,0
76,200,211,L,57.0,xoroshiro128,9936.0,1
66,72,479,B,440.0,pcg64,14343.0,1
85,176,123,U,17.0,pcg64,4471.0,1
84,377,637,T,336.0,xoroshiro128,18278.0,1
86,72,344,V,144.0,human,,0
73,257,567,I,24.0,philox,16261.0,1
32,114,242, ,30.0,human,,0
65,119,533,A,66.0,xoroshiro128,12542.0,1
8,0,31,[BACKSPACE],0.0,human,,0
84,38,547,T,243.0,xoroshiro128,2357.0,1
32,136,119, ,80.0,xoroshiro128,3866.0,1
65,197,527,A,300.0,xoroshiro128,17787.0,1
32,380,479, ,205.0,pcg64,2127.0,1
32,14,172, ,41.0,pcg64,12576.0,1
32,145,151, ,114.0,pcg64,16789.0,1
32,61,74, ,813.0,mersenne,13198.0,1
32,60,64, ,232.0,pcg64,860.0,1
72,139,379,H,0.0,xoroshiro128,18388.0,1
32,128,552, ,105.0,xoroshiro128,16614.0,1
83,14,74,S,612.0,philox,7510.0,1
85,340,310,U,78.0,xoroshiro128,16826.0,1
73,132,611,I,464.0,philox,6026.0,1
8,56,272,[BACKSPACE],208.0,human,,0
32,25,294, ,22.0,xoroshiro128,18812.0,1
32,94,249, ,77.0,human,,0
77,175,342,M,276.0,human,,0
66,92,45,B,545.0,philox,17788.0,1
67,158,401,C,207.0,philox,15836.0,1
32,164,127, ,434.0,pcg64,8968.0,1
84,74,356,T,36.0,human,,0
79,52,1267,O,1174.0,human,,0
32,113,147, ,15.0,xoroshiro128,17315.0,1
90,62,375,Z,358.0,human,,0
85,120,487,U,367.0,pcg64,18504.0,1
73,108,657,I,156.0,mersenne,11532.0,1
83,224,504,S,231.0,philox,16937.0,1
32,346,190, ,561.0,mersenne,12768.0,1
84,31,309,T,99.0,pcg64,8783.0,1
78,145,110,N,320.0,xoroshiro128,10831.0,1
32,219,375, ,271.0,philox,18220.0,1
89,96,68,Y,186.0,human,,0
67,288,544,C,309.0,xoroshiro128,5194.0,1
222,136,144,[UNK],8.0,human,,0
76,222,431,L,343.0,philox,1230.0,1
82,78,218,R,328.0,human,,0
70,130,340,F,159.0,human,,0
84,280,134,T,142.0,philox,991.0,1
83,194,445,S,336.0,xoroshiro128,11028.0,1
69,180,266,E,201.0,philox,11034.0,1
73,279,633,I,62.0,pcg64,18795.0,1
73,397,200,I,46.0,xoroshiro128,12474.0,1
79,364,656,O,277.0,xoroshiro128,1962.0,1
32,138,261, ,188.0,mersenne,17473.0,1
32,278,359, ,819.0,mersenne,16712.0,1
79,329,53,O,153.0,philox,7167.0,1
32,260,234, ,820.0,mersenne,15043.0,1
84,51,185,T,532.0,mersenne,5349.0,1
79,96,64,O,96.0,human,,0
67,451,906,C,476.0,mersenne,18461.0,1
32,29,608, ,496.0,pcg64,13941.0,1
32,256,661, ,246.0,pcg64,11620.0,1
32,388,418, ,199.0,xoroshiro128,1999.0,1
72,386,119,H,132.0,pcg64,17144.0,1
69,212,1078,E,415.0,mersenne,9518.0,1
73,120,192,I,193.0,human,,0
79,315,255,O,235.0,mersenne,4901.0,1
69,148,207,E,365.0,xoroshiro128,3657.0,1
69,413,372,E,458.0,mersenne,13854.0,1
79,372,484,O,205.0,xoroshiro128,13244.0,1
72,156,218,H,578.0,human,,0
78,364,1078,N,997.0,mersenne,15652.0,1
79,327,670,O,365.0,xoroshiro128,15789.0,1
77,238,193,M,76.0,mersenne,7796.0,1
77,196,19,M,352.0,xoroshiro128,1742.0,1
55,350,211,7,107.0,pcg64,8063.0,1
84,379,665,T,513.0,philox,702.0,1
86,299,90,V,442.0,philox,4808.0,1
8,64,152,[BACKSPACE],0.0,human,,0
84,88,264,T,112.0,human,,0
84,267,243,T,327.0,pcg64,1101.0,1
65,70,458,A,206.0,xoroshiro128,14576.0,1
69,480,1032,E,786.0,mersenne,2243.0,1
32,57,27, ,437.0,philox,14252.0,1
77,96,224,M,152.0,human,,0
65,191,460,A,190.0,pcg64,12169.0,1
79,258,690,O,618.0,philox,6001.0,1
65,116,640,A,430.0,philox,8947.0,1
73,348,362,I,250.0,pcg64,11395.0,1
54,396,53,6,532.0,xoroshiro128,9323.0,1
84,238,415,T,48.0,xoroshiro128,8174.0,1
53,143,359,5,30.0,pcg64,12313.0,1
78,353,172,N,44.0,pcg64,17159.0,1
32,321,287, ,320.0,philox,13677.0,1
83,123,189,S,166.0,xoroshiro128,2507.0,1
69,72,225,E,446.0,pcg64,14105.0,1
82,390,461,R,428.0,philox,13927.0,1
68,303,356,D,542.0,mersenne,8413.0,1
32,323,524, ,261.0,pcg64,2136.0,1
32,478,451, ,91.0,mersenne,2512.0,1
70,136,176,F,64.0,human,,0
32,52,145, ,47.0,human,,0
65,125,246,A,325.0,pcg64,14955.0,1
65,397,257,A,422.0,pcg64,15002.0,1
32,194,282, ,209.0,philox,3009.0,1
32,65,524, ,354.0,xoroshiro128,624.0,1
70,282,287,F,800.0,mersenne,14451.0,1
32,275,570, ,537.0,xoroshiro128,4359.0,1
32,143,217, ,366.0,philox,1091.0,1
85,407,344,U,201.0,mersenne,1742.0,1
79,118,135,O,112.0,human,,0
80,116,940,P,427.0,mersenne,13930.0,1
78,384,399,N,6.0,philox,1927.0,1
69,313,281,E,793.0,mersenne,8461.0,1
77,143,355,M,163.0,pcg64,2729.0,1
86,167,534,V,117.0,pcg64,18629.0,1
67,329,154,C,66.0,pcg64,15366.0,1
67,321,102,C,397.0,philox,8993.0,1
76,223,124,L,245.0,philox,9686.0,1
82,129,148,R,66.0,human,,0
32,107,74, ,17.0,human,,0
78,37,176,N,442.0,xoroshiro128,4457.0,1
32,138,1180, ,812.0,mersenne,9471.0,1
73,370,644,I,48.0,philox,11342.0,1
78,391,706,N,430.0,mersenne,9647.0,1
68,62,141,D,77.0,human,,0
78,297,340,N,59.0,xoroshiro128,4658.0,1
66,303,605,B,356.0,mersenne,9480.0,1
75,86,516,K,126.0,philox,3328.0,1
32,188,101, ,205.0,xoroshiro128,1827.0,1
65,373,58,A,137.0,philox,16956.0,1
78,356,314,N,331.0,pcg64,13441.0,1
69,51,667,E,402.0,philox,11390.0,1
87,502,1137,W,415.0,mersenne,18618.0,1
69,196,313,E,263.0,xoroshiro128,12753.0,1
20,64,376,[UNK],264.0,human,,0
72,27,229,H,393.0,pcg64,2424.0,1
69,280,319,E,25.0,philox,6888.0,1
67,343,456,C,379.0,xoroshiro128,11362.0,1
32,127,55, ,488.0,pcg64,18342.0,1
65,69,265,A,67.0,pcg64,8739.0,1
85,442,1079,U,823.0,mersenne,12809.0,1
65,165,640,A,150.0,xoroshiro128,12542.0,1
86,47,328,V,248.0,xoroshiro128,11542.0,1
79,202,101,O,326.0,pcg64,3245.0,1
76,344,348,L,255.0,philox,8928.0,1
79,82,131,O,389.0,pcg64,14848.0,1
32,75,91, ,20.0,human,,0
73,360,151,I,85.0,xoroshiro128,6130.0,1
32,139,91, ,9.0,human,,0
77,33,591,M,48.0,xoroshiro128,14415.0,1
32,250,427, ,32.0,pcg64,5199.0,1
85,277,115,U,274.0,philox,16070.0,1
73,380,567,I,15.0,pcg64,13654.0,1
32,10,373, ,293.0,pcg64,520.0,1
69,261,571,E,145.0,pcg64,2850.0,1
79,383,579,O,406.0,philox,13044.0,1
71,390,417,G,247.0,mersenne,9053.0,1
69,376,528,E,464.0,philox,11520.0,1
80,120,487,P,367.0,pcg64,18805.0,1
73,72,112,I,611.0,mersenne,3210.0,1
76,208,270,L,71.0,xoroshiro128,16742.0,1
82,29,965,R,478.0,mersenne,8133.0,1
83,184,394,S,241.0,xoroshiro128,3425.0,1
73,183,679,I,155.0,xoroshiro128,14582.0,1
32,159,259, ,168.0,xoroshiro128,15204.0,1
82,64,200,R,16.0,human,,0
32,125,365, ,194.0,philox,7843.0,1
65,381,670,A,383.0,xoroshiro128,15966.0,1
79,358,62,O,436.0,xoroshiro128,5970.0,1
78,171,618,N,6.0,pcg64,4145.0,1
20,104,168,[UNK],65.0,human,,0
84,237,443,T,217.0,philox,5477.0,1
83,90,378,S,82.0,xoroshiro128,7905.0,1
32,199,574, ,120.0,pcg64,2434.0,1
84,118,642,T,586.0,xoroshiro128,2358.0,1
78,206,597,N,145.0,pcg64,2035.0,1
68,314,381,D,606.0,mersenne,17212.0,1
65,428,896,A,265.0,mersenne,11344.0,1
69,107,158,E,12.0,pcg64,748.0,1
72,395,395,H,191.0,philox,18786.0,1
86,473,233,V,597.0,mersenne,7549.0,1
68,304,349,D,47.0,xoroshiro128,12651.0,1
65,184,50,A,421.0,human,,0
78,168,48,N,184.0,human,,0
82,104,320,R,321.0,human,,0
79,160,293,O,698.0,mersenne,958.0,1
73,99,147,I,315.0,philox,11590.0,1
76,370,608,L,301.0,philox,8760.0,1
65,201,531,A,322.0,xoroshiro128,2991.0,1
32,111,446, ,27.0,xoroshiro128,2994.0,1
83,431,1153,S,647.0,mersenne,4707.0,1
32,133,473, ,281.0,xoroshiro128,16757.0,1
65,158,378,A,183.0,philox,1606.0,1
79,37,515,O,461.0,pcg64,10573.0,1
32,290,40, ,500.0,philox,11057.0,1
32,281,166, ,420.0,pcg64,18681.0,1
73,180,146,I,305.0,xoroshiro128,12402.0,1
32,363,229, ,92.0,xoroshiro128,632.0,1
79,244,275,O,70.0,philox,494.0,1
79,98,136,O,333.0,philox,72.0,1
70,211,19,F,370.0,mersenne,8954.0,1
32,13,295, ,69.0,pcg64,2101.0,1
72,355,321,H,246.0,philox,2922.0,1
32,315,344, ,13.0,mersenne,12564.0,1
76,231,633,L,31.0,mersenne,16187.0,1
65,104,125,A,318.0,human,,0
73,248,302,I,104.0,pcg64,720.0,1
32,112,112, ,96.0,human,,0
68,132,632,D,172.0,mersenne,4991.0,1
32,389,789, ,320.0,mersenne,9186.0,1
72,135,128,H,477.0,human,,0
83,354,407,S,160.0,xoroshiro128,15509.0,1
65,382,605,A,205.0,xoroshiro128,1425.0,1
32,257,99, ,353.0,mersenne,6852.0,1
85,127,412,U,268.0,xoroshiro128,18664.0,1
79,143,121,O,49.0,human,,0
65,59,219,A,281.0,human,,0
70,20,551,F,439.0,pcg64,12947.0,1
82,362,41,R,501.0,xoroshiro128,9988.0,1
72,69,113,H,27.0,human,,0
73,71,712,I,340.0,human,,0
84,318,315,T,267.0,pcg64,8707.0,1
69,421,137,E,633.0,mersenne,9930.0,1
68,285,743,D,450.0,mersenne,7906.0,1
77,184,265,M,237.0,pcg64,2638.0,1
32,246,614, ,522.0,philox,9050.0,1
32,299,497, ,12.0,xoroshiro128,16238.0,1
32,436,221, ,155.0,mersenne,7129.0,1
84,340,398,T,77.0,philox,17436.0,1
79,475,576,O,149.0,mersenne,10142.0,1
68,382,39,D,196.0,pcg64,12815.0,1
82,100,383,R,140.0,philox,12905.0,1
69,101,447,E,250.0,mersenne,7832.0,1
32,104,47, ,17.0,human,,0
32,239,502, ,33.0,mersenne,17842.0,1
72,121,395,H,249.0,pcg64,1182.0,1
32,462,1121, ,22.0,mersenne,15881.0,1
82,166,533,R,142.0,pcg64,16458.0,1
83,40,106,S,44.0,pcg64,17299.0,1
69,337,412,E,72.0,philox,9115.0,1
69,58,422,E,263.0,xoroshiro128,10780.0,1
32,156,118, ,33.0,human,,0
37,0,31,[UNK],1.0,human,,0
69,436,568,E,450.0,mersenne,6030.0,1
82,13,508,R,22.0,xoroshiro128,11368.0,1
76,64,144,L,31.0,human,,0
69,193,393,E,349.0,mersenne,6033.0,1
83,334,633,S,140.0,pcg64,17854.0,1
76,252,679,L,573.0,pcg64,182.0,1
83,327,19,S,367.0,xoroshiro128,2309.0,1
82,244,282,R,94.0,pcg64,8727.0,1
32,313,426, ,29.0,xoroshiro128,13144.0,1
67,178,44,C,326.0,pcg64,8214.0,1
79,322,677,O,197.0,philox,1283.0,1
78,169,303,N,36.0,xoroshiro128,16369.0,1
80,399,589,P,180.0,philox,11781.0,1
78,94,343,N,93.0,human,,0
72,264,82,H,2.0,pcg64,1648.0,1
76,376,505,L,462.0,mersenne,16292.0,1
87,13,147,W,247.0,philox,2894.0,1
76,361,541,L,35.0,pcg64,1203.0,1
68,179,189,D,102.0,philox,2169.0,1
84,119,231,T,134.0,human,,0
73,64,72,I,32.0,human,,0
87,246,490,W,306.0,pcg64,170.0,1
68,193,540,D,191.0,xoroshiro128,18628.0,1
76,185,659,L,170.0,xoroshiro128,6152.0,1
32,124,481, ,423.0,philox,2740.0,1
84,345,525,T,190.0,xoroshiro128,5553.0,1
32,378,687, ,425.0,mersenne,6582.0,1
67,72,168,C,40.0,human,,0
32,79,272, ,278.0,xoroshiro128,8606.0,1
73,154,155,I,63.0,human,,0
66,146,89,B,586.0,xoroshiro128,13550.0,1
65,227,216,A,84.0,xoroshiro128,6446.0,1
79,186,296,O,133.0,philox,11710.0,1
69,230,201,E,49.0,philox,50.0,1
83,106,395,S,314.0,xoroshiro128,18701.0,1
32,97,686, ,150.0,pcg64,3192.0,1
78,150,236,N,64.0,xoroshiro128,18517.0,1
73,264,950,I,78.0,mersenne,16357.0,1
78,374,683,N,37.0,pcg64,6743.0,1
32,133,70, ,120.0,xoroshiro128,2696.0,1
77,160,53,M,21.0,human,,0
79,159,380,O,542.0,mersenne,2446.0,1
69,110,686,E,375.0,pcg64,2170.0,1
80,323,1014,P,234.0,mersenne,11614.0,1
68,96,40,D,96.0,human,,0
49,302,70,1,235.0,xoroshiro128,10620.0,1
76,160,316,L,186.0,philox,8429.0,1
65,31,669,A,266.0,pcg64,12559.0,1
65,110,-1,A,0.0,human,,0
82,240,693,R,553.0,xoroshiro128,18518.0,1
73,167,165,I,94.0,philox,9870.0,1
48,300,155,0,134.0,pcg64,6782.0,1
32,470,750, ,561.0,mersenne,1716.0,1
72,88,328,H,240.0,human,,0
69,56,144,E,88.0,human,,0
80,128,611,P,81.0,pcg64,9735.0,1
32,78,125, ,63.0,human,,0
68,144,120,D,48.0,human,,0
32,328,244, ,211.0,pcg64,13561.0,1
86,125,457,V,209.0,xoroshiro128,17571.0,1
79,56,144,O,64.0,human,,0
72,247,74,H,475.0,philox,1055.0,1
89,32,554,Y,72.0,pcg64,865.0,1
69,195,145,E,394.0,pcg64,16779.0,1
73,174,510,I,410.0,philox,18379.0,1
32,16,922, ,259.0,mersenne,17794.0,1
67,277,46,C,28.0,pcg64,5960.0,1
78,290,601,N,207.0,pcg64,17443.0,1
78,182,862,N,473.0,mersenne,10137.0,1
110,192,564,[UNK],222.0,human,,0
32,438,647, ,222.0,mersenne,13867.0,1
32,82,46, ,417.0,xoroshiro128,4502.0,1
73,128,380,I,358.0,xoroshiro128,1.0,1
73,499,294,I,180.0,mersenne,15396.0,1
67,130,621,C,327.0,xoroshiro128,9284.0,1
65,362,24,A,260.0,pcg64,3198.0,1
32,271,142, ,92.0,xoroshiro128,15511.0,1
32,48,104, ,16.0,human,,0
78,151,226,N,111.0,philox,9892.0,1
32,114,497, ,329.0,philox,14345.0,1
73,45,549,I,13.0,mersenne,16972.0,1
78,136,208,N,512.0,human,,0
32,285,842, ,82.0,mersenne,17725.0,1
78,484,144,N,896.0,mersenne,12324.0,1
83,383,285,S,13.0,pcg64,15142.0,1
69,308,169,E,148.0,philox,18522.0,1
78,67,212,N,128.0,xoroshiro128,10456.0,1
87,123,164,W,103.0,xoroshiro128,17282.0,1
87,72,564,W,293.0,philox,2586.0,1
32,14,112, ,16.0,mersenne,2011.0,1
78,297,513,N,102.0,philox,1597.0,1
84,104,690,T,483.0,pcg64,16607.0,1
69,146,644,E,98.0,xoroshiro128,2607.0,1
32,122,131, ,550.0,pcg64,15720.0,1
32,220,138, ,223.0,philox,1547.0,1
82,188,297,R,164.0,xoroshiro128,915.0,1
77,344,94,M,284.0,xoroshiro128,510.0,1
66,383,466,B,6.0,mersenne,3258.0,1
67,245,495,C,430.0,xoroshiro128,11007.0,1
53,246,100,5,36.0,philox,10848.0,1
78,127,488,N,285.0,mersenne,15778.0,1
82,119,669,R,366.0,xoroshiro128,4061.0,1
190,66,549,[UNK],458.0,human,,0
73,42,207,I,16.0,pcg64,11694.0,1
69,276,232,E,91.0,philox,6663.0,1
83,110,697,S,478.0,pcg64,17307.0,1
84,211,703,T,4.0,mersenne,18135.0,1
32,260,493, ,39.0,mersenne,18364.0,1
77,297,73,M,621.0,pcg64,8005.0,1
65,423,247,A,132.0,mersenne,16899.0,1
51,200,120,3,970.0,mersenne,4476.0,1
32,320,593, ,412.0,xoroshiro128,10479.0,1
32,198,443, ,416.0,philox,2014.0,1
65,58,455,A,379.0,pcg64,14420.0,1
32,485,722, ,674.0,mersenne,2715.0,1
79,10,299,O,10.0,pcg64,7313.0,1
78,276,325,N,20.0,xoroshiro128,1615.0,1
32,63,185, ,20.0,human,,0
75,308,647,K,153.0,philox,5067.0,1
65,397,677,A,303.0,philox,1349.0,1
162,744,-1,[UNK],649.0,human,,0
32,234,673, ,512.0,xoroshiro128,9929.0,1
82,413,462,R,443.0,mersenne,773.0,1
65,85,110,A,52.0,human,,0
80,92,141,P,18.0,pcg64,10851.0,1
70,277,54,F,407.0,pcg64,13092.0,1
32,160,61, ,312.0,pcg64,14691.0,1
66,88,632,B,8.0,human,,0
69,78,172,E,31.0,human,,0
84,373,180,T,16.0,pcg64,18173.0,1
84,291,380,T,32.0,pcg64,11194.0,1
32,291,594, ,207.0,philox,11283.0,1
69,278,307,E,73.0,pcg64,6549.0,1
69,18,388,E,36.0,philox,9869.0,1
69,73,177,E,14.0,human,,0
32,94,595, ,581.0,pcg64,2892.0,1
65,97,127,A,340.0,xoroshiro128,1523.0,1
69,390,143,E,173.0,philox,13355.0,1
82,64,200,R,536.0,human,,0
32,17,440, ,366.0,xoroshiro128,15130.0,1
73,338,42,I,629.0,pcg64,17228.0,1
90,113,331,Z,15.0,pcg64,11034.0,1
76,140,145,L,554.0,xoroshiro128,2381.0,1
79,82,104,O,357.0,philox,17311.0,1
76,357,320,L,814.0,mersenne,7973.0,1
65,22,1047,A,333.0,mersenne,10768.0,1
76,82,127,L,68.0,human,,0
83,447,603,S,549.0,mersenne,10800.0,1
83,315,430,S,273.0,xoroshiro128,182.0,1
84,164,446,T,111.0,philox,13670.0,1
65,166,395,A,155.0,human,,0
82,45,580,R,67.0,philox,11847.0,1
32,395,217, ,17.0,mersenne,14381.0,1
79,457,623,O,385.0,mersenne,5856.0,1
32,267,204, ,217.0,xoroshiro128,5648.0,1
32,379,399, ,8.0,philox,1415.0,1
69,369,103,E,507.0,xoroshiro128,9888.0,1
68,205,681,D,151.0,philox,5515.0,1
65,58,81,A,108.0,human,,0
69,223,22,E,199.0,xoroshiro128,8281.0,1
73,78,13,I,298.0,philox,4049.0,1
65,304,325,A,243.0,xoroshiro128,18772.0,1
69,397,243,E,81.0,mersenne,13869.0,1
84,268,431,T,290.0,pcg64,13409.0,1
78,180,568,N,267.0,xoroshiro128,9428.0,1
65,251,193,A,239.0,xoroshiro128,268.0,1
67,72,192,C,8.0,pcg64,13652.0,1
71,327,426,G,241.0,xoroshiro128,1367.0,1
82,16,52,R,289.0,xoroshiro128,6240.0,1
79,92,805,O,380.0,mersenne,10354.0,1
84,262,185,T,32.0,xoroshiro128,11188.0,1
70,33,572,F,276.0,xoroshiro128,1648.0,1
32,96,288, ,376.0,human,,0
82,66,286,R,253.0,philox,8203.0,1
75,11,692,K,532.0,mersenne,3221.0,1
